event_id,event_title,event_type,date,prefecture,regulation,capacity,total_results
953231,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-14,東京都,スタンダード,64,16
953232,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-15,群馬県,スタンダード,64,16
953233,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-15,東京都,スタンダード,64,16
953234,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-22,北海道,スタンダード,64,16
953235,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-22,埼玉県,スタンダード,64,16
953236,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-03,埼玉県,スタンダード,64,16
953237,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-04,千葉県,スタンダード,64,16
953238,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-04,東京都,スタンダード,64,16
953239,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-05,北海道,スタンダード,64,16
953240,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-11,埼玉県,スタンダード,64,16
953241,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-12,北海道,スタンダード,64,16
953242,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-12,群馬県,スタンダード,64,16
953243,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-14,埼玉県,スタンダード,64,16
953259,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-14,岡山県,スタンダード,64,8
953260,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-14,神奈川県,スタンダード,64,16
953261,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-14,愛知県,スタンダード,64,16
953262,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-14,東京都,スタンダード,64,8
953263,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-15,東京都,スタンダード,64,16
953264,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-15,静岡県,スタンダード,64,16
953265,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-21,富山県,スタンダード,64,16
953266,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-22,広島県,スタンダード,64,16
953267,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-22,静岡県,スタンダード,64,16
953268,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-23,東京都,スタンダード,64,16
953269,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-04,愛知県,スタンダード,64,16
953271,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-04,宮崎県,スタンダード,64,16
953273,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-05,岡山県,スタンダード,64,16
953274,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-06,東京都,スタンダード,64,16
953275,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-11,岡山県,スタンダード,64,16
953276,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-11,東京都,スタンダード,64,16
953277,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-12,東京都,スタンダード,64,16
953278,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-12,静岡県,スタンダード,64,16
953279,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-12,東京都,スタンダード,64,16
953280,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-13,東京都,スタンダード,64,16
953408,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-03-22,京都府,スタンダード,64,16
953409,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-05,京都府,スタンダード,64,16
952690,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-15,宮城県,スタンダード,64,16
952809,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-16,東京都,スタンダード,64,16
953034,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-15,広島県,スタンダード,64,16
953035,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-15,大阪府,スタンダード,64,16
953036,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-16,愛知県,スタンダード,64,16
953037,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-16,滋賀県,スタンダード,64,16
953281,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-16,東京都,スタンダード,64,16
952811,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-17,東京都,スタンダード,64,16
952812,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-17,東京都,スタンダード,64,16
952691,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,岩手県,スタンダード,64,16
952692,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,福島県,スタンダード,64,16
952693,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,岩手県,スタンダード,64,16
952738,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,埼玉県,スタンダード,64,16
952739,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,栃木県,スタンダード,64,16
952740,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,茨城県,スタンダード,64,16
952741,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,茨城県,スタンダード,64,16
952743,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,群馬県,スタンダード,64,16
952813,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,東京都,スタンダード,64,16
952814,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,東京都,スタンダード,64,16
952815,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,東京都,スタンダード,64,16
952816,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,千葉県,スタンダード,64,16
952817,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,千葉県,スタンダード,64,16
952818,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,千葉県,スタンダード,64,16
952819,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,東京都,スタンダード,64,16
952820,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,千葉県,スタンダード,64,16
952821,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,東京都,スタンダード,64,16
952822,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,千葉県,スタンダード,64,16
952823,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,東京都,スタンダード,64,16
952902,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,石川県,スタンダード,64,16
952903,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,新潟県,スタンダード,64,16
952904,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,神奈川県,スタンダード,64,16
952905,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,神奈川県,スタンダード,64,16
952906,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,神奈川県,スタンダード,64,16
952907,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,神奈川県,スタンダード,64,16
952908,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,新潟県,スタンダード,64,16
952909,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,神奈川県,スタンダード,64,16
952910,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,神奈川県,スタンダード,64,16
952911,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,神奈川県,スタンダード,64,8
952912,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,山梨県,スタンダード,64,16
952913,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,神奈川県,スタンダード,64,16
953038,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,岐阜県,スタンダード,64,16
953039,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,大阪府,スタンダード,64,16
953040,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,岐阜県,スタンダード,64,16
953041,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,静岡県,スタンダード,64,16
953042,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,岐阜県,スタンダード,64,16
953043,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,大阪府,スタンダード,64,16
953044,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,大阪府,スタンダード,64,16
953045,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,香川県,スタンダード,64,16
953046,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,徳島県,スタンダード,64,16
953047,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,兵庫県,スタンダード,64,16
953048,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,奈良県,スタンダード,64,16
953049,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,愛知県,スタンダード,64,16
953051,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,大阪府,スタンダード,64,16
953052,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,愛媛県,スタンダード,64,16
953054,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,岡山県,スタンダード,64,16
953055,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,山口県,スタンダード,64,16
953137,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,熊本県,スタンダード,64,16
953138,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,熊本県,スタンダード,64,16
953139,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,佐賀県,スタンダード,64,16
953140,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,福岡県,スタンダード,64,16
953244,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,東京都,スタンダード,64,16
953245,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,北海道,スタンダード,64,16
953246,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,東京都,スタンダード,64,16
953247,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,北海道,スタンダード,64,16
953285,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,愛知県,スタンダード,64,16
953286,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,神奈川県,スタンダード,64,16
953287,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-18,宮崎県,スタンダード,64,16
953288,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,広島県,スタンダード,64,16
953289,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-19,静岡県,スタンダード,64,16
953057,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-21,大阪府,スタンダード,64,16
953058,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-23,大阪府,スタンダード,64,16
953290,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-23,東京都,スタンダード,64,16
952825,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-24,東京都,スタンダード,64,16
953142,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-24,福岡県,スタンダード,64,16
952674,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,北海道,スタンダード,64,16
952675,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,北海道,スタンダード,64,16
952694,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,福島県,スタンダード,64,16
952695,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,山形県,スタンダード,64,16
952744,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,埼玉県,スタンダード,64,16
952745,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,埼玉県,スタンダード,64,16
952826,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,東京都,スタンダード,64,16
952827,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,東京都,スタンダード,64,16
952828,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,東京都,スタンダード,64,16
952829,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,東京都,スタンダード,64,16
952915,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,山梨県,スタンダード,64,16
953059,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,愛知県,スタンダード,64,16
953143,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,福岡県,スタンダード,64,16
953291,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-25,愛知県,スタンダード,64,16
952696,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,福島県,スタンダード,64,16
952830,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,東京都,スタンダード,64,16
952916,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,長野県,スタンダード,64,16
952917,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,神奈川県,スタンダード,64,16
952918,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,神奈川県,スタンダード,64,16
952919,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,山梨県,スタンダード,64,16
952920,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,神奈川県,スタンダード,64,16
952921,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,神奈川県,スタンダード,64,16
953060,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,岐阜県,スタンダード,64,16
953061,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,香川県,スタンダード,64,16
953062,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,愛知県,スタンダード,64,16
953063,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,三重県,スタンダード,64,16
953065,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,岡山県,スタンダード,64,16
953066,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,鳥取県,スタンダード,64,16
953067,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,大阪府,スタンダード,64,16
953068,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,大阪府,スタンダード,64,16
953144,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,福岡県,スタンダード,64,16
953145,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,長崎県,スタンダード,64,16
953249,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,北海道,スタンダード,64,16
953292,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,広島県,スタンダード,64,16
953293,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-26,東京都,スタンダード,64,16
952831,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-27,東京都,スタンダード,64,16
952922,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-28,神奈川県,スタンダード,64,16
953069,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-27,滋賀県,スタンダード,64,16
953070,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-28,大阪府,スタンダード,64,16
953294,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-27,東京都,スタンダード,64,16
952676,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,北海道,スタンダード,64,16
952697,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,秋田県,スタンダード,64,16
952698,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,宮城県,スタンダード,64,16
952699,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,宮城県,スタンダード,64,16
952746,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,埼玉県,スタンダード,64,16
952747,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,栃木県,スタンダード,64,16
952748,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,茨城県,スタンダード,64,16
952749,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-30,埼玉県,スタンダード,64,16
952832,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,東京都,スタンダード,64,16
952833,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,千葉県,スタンダード,64,16
952834,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,東京都,スタンダード,64,16
952835,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,東京都,スタンダード,64,16
952836,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,東京都,スタンダード,64,16
952837,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-30,東京都,スタンダード,64,16
952838,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-30,東京都,スタンダード,64,16
952839,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-01,東京都,スタンダード,64,16
952923,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,福井県,スタンダード,64,16
953072,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,岐阜県,スタンダード,64,16
953073,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,山口県,スタンダード,64,16
953074,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,愛知県,スタンダード,64,16
953075,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,愛媛県,スタンダード,64,16
953076,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,愛知県,スタンダード,64,16
953077,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,大阪府,スタンダード,64,16
953078,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,高知県,スタンダード,64,16
953079,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,広島県,スタンダード,64,16
953081,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-30,大阪府,スタンダード,64,16
953146,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,沖縄県,スタンダード,64,16
953147,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,大分県,スタンダード,64,16
953148,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,熊本県,スタンダード,64,16
953149,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,佐賀県,スタンダード,64,16
953150,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,鹿児島県,スタンダード,64,16
953151,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,福岡県,スタンダード,64,16
953250,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,東京都,スタンダード,64,16
953251,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,埼玉県,スタンダード,64,16
953252,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-04-29,東京都,スタンダード,64,16
953410,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-01,京都府,スタンダード,64,16
952700,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,福島県,スタンダード,64,16
952701,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,岩手県,スタンダード,64,16
952750,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,茨城県,スタンダード,64,16
952751,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,栃木県,スタンダード,64,16
952752,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,埼玉県,スタンダード,64,16
952840,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,東京都,スタンダード,64,16
952841,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,東京都,スタンダード,64,16
952842,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,千葉県,スタンダード,64,16
952924,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,石川県,スタンダード,64,16
952925,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,長野県,スタンダード,64,16
952926,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,神奈川県,スタンダード,64,16
952927,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,神奈川県,スタンダード,64,16
953082,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,山口県,スタンダード,64,16
953083,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,大阪府,スタンダード,64,16
953084,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,奈良県,スタンダード,64,16
953085,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,岐阜県,スタンダード,64,16
953086,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,大阪府,スタンダード,64,16
953087,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,島根県,スタンダード,64,16
953088,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,静岡県,スタンダード,64,16
953089,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,京都府,スタンダード,64,16
953090,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,静岡県,スタンダード,64,16
953152,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,長崎県,スタンダード,64,8
953295,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,神奈川県,スタンダード,64,16
953296,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-02,愛知県,スタンダード,64,16
952702,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,宮城県,スタンダード,64,16
952703,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,岩手県,スタンダード,64,16
952704,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,山形県,スタンダード,64,16
952705,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,山形県,スタンダード,64,16
952753,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,埼玉県,スタンダード,64,16
952754,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,茨城県,スタンダード,64,16
952755,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,茨城県,スタンダード,64,16
952756,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,茨城県,スタンダード,64,16
952757,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,埼玉県,スタンダード,64,16
952843,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,千葉県,スタンダード,64,16
952844,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,東京都,スタンダード,64,16
952845,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,千葉県,スタンダード,64,16
952846,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,千葉県,スタンダード,64,16
952848,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,東京都,スタンダード,64,16
952849,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,東京都,スタンダード,64,16
952850,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,千葉県,スタンダード,64,16
952851,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,千葉県,スタンダード,64,16
952852,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,千葉県,スタンダード,64,16
952853,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,東京都,スタンダード,64,16
952928,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,福井県,スタンダード,64,16
952929,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,新潟県,スタンダード,64,16
952930,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,神奈川県,スタンダード,64,16
952931,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,神奈川県,スタンダード,64,16
952932,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,神奈川県,スタンダード,64,16
952933,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,神奈川県,スタンダード,64,16
952934,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,神奈川県,スタンダード,64,16
952935,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,福井県,スタンダード,64,16
952936,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,神奈川県,スタンダード,64,16
952937,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,神奈川県,スタンダード,64,16
953091,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,愛知県,スタンダード,64,16
953092,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,静岡県,スタンダード,64,16
953093,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,大阪府,スタンダード,64,16
953094,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,大阪府,スタンダード,64,16
953095,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,兵庫県,スタンダード,64,16
953096,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,愛媛県,スタンダード,64,16
953097,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-03,愛知県,スタンダード,64,16
953098,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,岐阜県,スタンダード,64,16
953099,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,大阪府,スタンダード,64,4
953100,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,愛知県,スタンダード,64,16
953101,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,京都府,スタンダード,64,16
953102,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,大阪府,スタンダード,64,16
953103,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,鳥取県,スタンダード,64,16
953104,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-04,山口県,スタンダード,64,16
953105,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,岐阜県,スタンダード,64,16
953106,シティリーグ2026 シーズン4 オープンリーグ,シティリーグ,2026-05-05,愛知県,スタンダード,64,16
